location,zip,Unique Neighborhoods,Unique Zip Code,date,time,offenseCatagory,crimeSeverity,uniqueOffenses,severityIndex,offenseType,count,matchingZips
Creston-Kenilworth,97202,,,2/17/20,1352,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Creston-Kenilworth,97202,,,11/4/20,1047,Larceny Offenses,5,,,All Other Larceny,1,
Creston-Kenilworth,97202,,,8/24/20,900,Vandalism,4,,,Vandalism,1,
Creston-Kenilworth,97202,,,11/13/20,15,Vandalism,4,,,Vandalism,1,
Creston-Kenilworth,97202,,,5/2/20,700,Vandalism,4,,,Vandalism,1,
Creston-Kenilworth,97202,,,9/10/20,100,Vandalism,4,,,Vandalism,1,
Creston-Kenilworth,97202,,,1/18/20,1745,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Foster-Powell,97206,,,1/12/20,1005,Vandalism,4,,,Vandalism,1,
Foster-Powell,97206,,,7/21/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Foster-Powell,97206,,,10/28/20,1900,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Foster-Powell,97206,,,10/28/20,1900,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Foster-Powell,97206,,,2/10/20,1600,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Foster-Powell,97206,,,3/12/20,725,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Foster-Powell,97206,,,11/17/20,10,Vandalism,4,,,Vandalism,1,
Lents,97266,,,1/6/20,1648,Larceny Offenses,5,,,Purse-Snatching,1,
Lents,97266,,,1/24/20,1100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,1/24/20,1835,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Lents,97266,,,1/28/20,1747,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Foster-Powell,97206,,,1/29/20,1839,Larceny Offenses,5,,,Shoplifting,1,
Lents,97266,,,2/9/20,1837,Larceny Offenses,5,,,Theft From Building,1,
Foster-Powell,97206,,,2/10/20,1737,Burglary,10,,,Burglary,1,
Lents,97266,,,4/8/20,527,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,4/9/20,1400,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Lents,97266,,,4/16/20,1830,Robbery,8,,,Robbery,1,
Foster-Powell,97206,,,5/19/20,1618,Larceny Offenses,5,,,Shoplifting,1,
Foster-Powell,97206,,,5/19/20,1618,Vandalism,4,,,Vandalism,1,
Lents,97266,,,8/11/20,1317,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Foster-Powell,97206,,,8/12/20,1539,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,8/27/20,1445,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Lents,97266,,,9/30/20,138,Burglary,10,,,Burglary,1,
Lents,97266,,,9/30/20,1420,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,10/8/20,1527,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Foster-Powell,97206,,,10/24/20,1742,Assault Offenses,10,,,Intimidation,1,
Lents,97266,,,11/2/20,1334,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Lents,97266,,,11/19/20,745,Robbery,8,,,Robbery,1,
Lents,97266,,,8/27/20,1600,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Lents,97266,,,2/13/20,1120,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Foster-Powell,97206,,,3/7/20,2114,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Foster-Powell,97206,,,7/23/20,2110,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,11/2/20,1835,Larceny Offenses,5,,,Shoplifting,1,
Lents,97266,,,11/5/20,1546,Fraud Offenses,1,,,Identity Theft,1,
Lents,97266,,,2/1/20,1015,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,2/3/20,1225,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Lents,97266,,,5/15/20,1012,Burglary,10,,,Burglary,1,
Lents,97266,,,3/28/20,1355,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,6/24/20,100,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,1/19/20,1700,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,5/9/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,6/27/20,1855,Robbery,8,,,Robbery,1,
Lents,97266,,,4/8/20,1220,Larceny Offenses,5,,,All Other Larceny,1,
Powellhurst-Gilbert,97236,,,12/15/19,0,Larceny Offenses,5,,,All Other Larceny,1,
Powellhurst-Gilbert,97236,,,9/29/20,1600,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,9/29/20,1600,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,5/28/20,100,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,7/8/20,1449,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Powellhurst-Gilbert,97236,,,8/20/20,340,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Powellhurst-Gilbert,97236,,,10/2/20,2030,Larceny Offenses,5,,,All Other Larceny,1,
Powellhurst-Gilbert,97236,,,10/17/20,410,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,11/10/20,1300,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Powellhurst-Gilbert,97236,,,4/23/20,1103,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Powellhurst-Gilbert,97236,,,4/23/20,1103,Weapon Law Violations,6,,,Weapons Law Violations,1,
Powellhurst-Gilbert,97236,,,5/1/20,912,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Powellhurst-Gilbert,97236,,,6/24/20,2300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sunnyside,97214,,,2/17/20,2350,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sunnyside,97214,,,12/27/19,0,Vandalism,4,,,Vandalism,1,
Sunnyside,97214,,,1/21/20,1250,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sunnyside,97214,,,4/16/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Richmond,97214,,,1/17/20,2130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Richmond,97214,,,6/22/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Richmond,97214,,,2/4/20,1200,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Richmond,97214,,,3/15/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Creston-Kenilworth,97202,,,4/11/20,240,Vandalism,4,,,Vandalism,1,
Woodstock,97206,,,10/23/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Richmond,97214,,,7/19/20,319,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Richmond,97214,,,8/1/20,1543,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Richmond,97214,,,6/9/20,1400,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Richmond,97214,,,11/24/20,1200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Creston-Kenilworth,97202,,,9/12/20,634,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Creston-Kenilworth,97202,,,11/14/20,1900,Vandalism,4,,,Vandalism,1,
Creston-Kenilworth,97202,,,11/14/20,1900,Burglary,10,,,Burglary,1,
Sunnyside,97214,,,3/2/20,505,Vandalism,4,,,Vandalism,1,
Sunnyside,97214,,,7/30/20,1900,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sunnyside,97214,,,11/5/20,1515,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Woodstock,97206,,,10/30/20,1150,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sunnyside,97214,,,11/7/20,825,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sunnyside,97214,,,3/24/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sunnyside,97214,,,9/28/20,1600,Vandalism,4,,,Vandalism,1,
Woodstock,97206,,,1/19/20,2230,Vandalism,4,,,Vandalism,1,
Brooklyn,97202,,,8/12/20,1705,Vandalism,4,,,Vandalism,1,
Brooklyn,97202,,,10/24/20,1700,Burglary,10,,,Burglary,1,
Brooklyn,97202,,,9/9/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Laurelhurst,97232,,,8/20/20,200,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Laurelhurst,97232,,,2/22/20,2139,Burglary,10,,,Burglary,1,
Laurelhurst,97232,,,7/5/20,2300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Woodstock,97206,,,10/14/20,1945,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Woodstock,97206,,,6/20/20,1900,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Laurelhurst,97232,,,1/11/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Laurelhurst,97232,,,4/11/20,330,Vandalism,4,,,Vandalism,1,
Sunnyside,97214,,,10/9/20,2100,Larceny Offenses,5,,,All Other Larceny,1,
Sunnyside,97214,,,11/17/20,1035,Vandalism,4,,,Vandalism,1,
Richmond,97214,,,4/14/20,1430,Fraud Offenses,1,,,Identity Theft,1,
Woodstock,97206,,,1/4/20,2221,Assault Offenses,10,,,Simple Assault,1,
Woodstock,97206,,,1/21/20,1659,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,2/18/20,1541,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,2/23/20,0,Burglary,10,,,Burglary,1,
Woodstock,97206,,,3/5/20,1221,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,3/11/20,1737,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,3/22/20,1024,Weapon Law Violations,6,,,Weapons Law Violations,1,
Woodstock,97206,,,4/9/20,1004,Weapon Law Violations,6,,,Weapons Law Violations,1,
Woodstock,97206,,,4/14/20,1407,Vandalism,4,,,Vandalism,1,
Woodstock,97206,,,4/27/20,1243,Larceny Offenses,5,,,All Other Larceny,1,
Woodstock,97206,,,5/9/20,1435,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,5/4/20,1354,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,5/12/20,1947,Assault Offenses,10,,,Simple Assault,1,
Woodstock,97206,,,6/19/20,1401,Weapon Law Violations,6,,,Weapons Law Violations,1,
Woodstock,97206,,,7/6/20,1954,Robbery,8,,,Robbery,1,
Woodstock,97206,,,7/7/20,1517,Larceny Offenses,5,,,Shoplifting,1,
Woodstock,97206,,,9/17/20,149,Larceny Offenses,5,,,All Other Larceny,1,
Woodstock,97206,,,9/24/20,630,Arson,10,,,Arson,1,
Woodstock,97206,,,9/29/20,36,Vandalism,4,,,Vandalism,1,
Woodstock,97206,,,10/11/20,1313,Weapon Law Violations,6,,,Weapons Law Violations,1,
Woodstock,97206,,,10/25/20,100,Larceny Offenses,5,,,All Other Larceny,1,
Woodstock,97206,,,11/18/20,1821,Weapon Law Violations,6,,,Weapons Law Violations,1,
Woodstock,97206,,,11/22/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Woodstock,97206,,,1/3/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Woodstock,97206,,,5/10/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
Richmond,97214,,,11/11/20,1800,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sunnyside,97214,,,5/26/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sunnyside,97214,,,1/18/19,0,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Bridlemile,97221,,,4/12/20,400,Burglary,10,,,Burglary,1,
Bridlemile,97221,,,6/30/20,1,Vandalism,4,,,Vandalism,1,
Bridlemile,97221,,,10/25/20,1150,Vandalism,4,,,Vandalism,1,
West Portland Park,97219,,,6/15/20,1848,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
West Portland Park,97219,,,6/15/20,1848,Larceny Offenses,5,,,All Other Larceny,1,
Hayhurst,97221,,,6/29/20,440,Burglary,10,,,Burglary,1,
Hayhurst,97221,,,9/3/20,202,Burglary,10,,,Burglary,1,
Hillsdale,97201,,,4/17/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
South Portland,97222,,,4/28/20,2130,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
West Portland Park,97219,,,1/15/20,2300,Burglary,10,,,Burglary,1,
West Portland Park,97219,,,6/28/20,1700,Vandalism,4,,,Vandalism,1,
West Portland Park,97219,,,10/11/20,1531,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
West Portland Park,97219,,,8/18/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
West Portland Park,97219,,,8/1/20,1,Vandalism,4,,,Vandalism,1,
West Portland Park,97219,,,8/29/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
Multnomah,97219,,,1/15/20,1235,Assault Offenses,10,,,Aggravated Assault,1,
Multnomah,97219,,,1/24/20,850,Assault Offenses,10,,,Simple Assault,1,
Multnomah,97219,,,2/27/20,1920,Assault Offenses,10,,,Simple Assault,1,
Multnomah,97219,,,3/7/20,2200,Vandalism,4,,,Vandalism,1,
South Portland,97222,,,5/12/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,4/22/20,1112,Assault Offenses,10,,,Simple Assault,1,
Hayhurst,97221,,,1/6/20,1,Larceny Offenses,5,,,All Other Larceny,1,
Crestwood,97219,,,7/26/20,2230,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hillsdale,97201,,,5/14/20,1040,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
West Portland Park,97219,,,5/14/20,2025,Larceny Offenses,5,,,All Other Larceny,1,
West Portland Park,97219,,,4/1/20,1100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Homestead,97239,,,2/25/20,2030,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Homestead,97239,,,7/14/20,2030,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Humboldt,97217,,,8/17/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Humboldt,97217,,,3/2/20,1830,Burglary,10,,,Burglary,1,
Humboldt,97217,,,9/26/20,1200,Burglary,10,,,Burglary,1,
Overlook,97227,,,5/8/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Humboldt,97217,,,8/2/20,1308,Larceny Offenses,5,,,All Other Larceny,1,
Humboldt,97217,,,9/22/20,36,Vandalism,4,,,Vandalism,1,
Humboldt,97217,,,6/11/20,100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,7/15/20,2320,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,2/22/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Humboldt,97217,,,9/16/20,300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Humboldt,97217,,,5/3/20,330,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
King,97211,,,1/27/20,1456,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
King,97211,,,11/2/20,800,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
King,97211,,,11/2/20,800,Fraud Offenses,1,,,Hacking/Computer Invasion,1,
Alameda,97212,,,9/16/20,1900,Larceny Offenses,5,,,All Other Larceny,1,
Alameda,97212,,,4/20/20,0,Burglary,10,,,Burglary,1,
Alameda,97212,,,4/20/20,0,Burglary,10,,,Burglary,1,
Beaumont-Wilshire,97212,,,4/17/20,330,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Beaumont-Wilshire,97212,,,4/9/20,2100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cully,97218,,,1/19/20,2100,Larceny Offenses,5,,,All Other Larceny,1,
Cully,97218,,,6/30/20,135,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cully,97218,,,9/8/20,1309,Larceny Offenses,5,,,All Other Larceny,1,
Cully,97218,,,9/4/20,1625,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Cully,97218,,,5/6/20,1439,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,7/1/20,0,Vandalism,4,,,Vandalism,1,
Cully,97218,,,6/20/20,607,Larceny Offenses,5,,,All Other Larceny,1,
Roseway,97213,,,10/14/20,0,Vandalism,4,,,Vandalism,1,
Roseway,97213,,,4/4/20,2130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Roseway,97213,,,5/1/20,2125,Vandalism,4,,,Vandalism,1,
Roseway,97213,,,4/8/20,2200,Vandalism,4,,,Vandalism,1,
Roseway,97213,,,1/7/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Roseway,97213,,,3/25/20,415,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Roseway,97213,,,10/17/20,1900,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Roseway,97213,,,10/18/20,0,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Roseway,97213,,,7/1/20,700,Larceny Offenses,5,,,Theft From Building,1,
Roseway,97213,,,4/27/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Roseway,97213,,,5/22/20,1000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Roseway,97213,,,4/8/20,333,Burglary,10,,,Burglary,1,
Roseway,97213,,,10/12/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Roseway,97213,,,9/7/20,2130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Roseway,97213,,,4/8/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Roseway,97213,,,1/17/20,1300,Burglary,10,,,Burglary,1,
Roseway,97213,,,7/2/20,1128,Arson,10,,,Arson,1,
Roseway,97213,,,10/1/20,2130,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sumner,97220,,,8/15/20,0,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,11/11/20,1800,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sumner,97220,,,3/11/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,3/18/20,1136,Assault Offenses,10,,,Aggravated Assault,1,
Sumner,97220,,,7/12/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,4/7/20,2331,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,2/14/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Parkrose,97220,,,9/22/20,1730,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Parkrose,97220,,,9/29/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Parkrose,97220,,,5/25/20,1915,Burglary,10,,,Burglary,1,
Parkrose,97220,,,5/25/20,1915,Larceny Offenses,5,,,Theft From Building,1,
Argay,97230,,,1/1/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Argay,97230,,,2/11/20,1919,Robbery,8,,,Robbery,1,
Argay,97230,,,4/20/20,0,Burglary,10,,,Burglary,1,
Argay,97230,,,7/27/20,1018,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Argay,97230,,,7/31/20,1814,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Argay,97230,,,9/5/20,1454,Larceny Offenses,5,,,Purse-Snatching,1,
Argay,97230,,,9/20/20,2041,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Argay,97230,,,10/10/20,0,Vandalism,4,,,Vandalism,1,
Argay,97230,,,10/9/20,2045,Vandalism,4,,,Vandalism,1,
Argay,97230,,,5/5/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Argay,97230,,,5/11/20,231,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Argay,97230,,,9/2/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Argay,97230,,,7/17/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Argay,97230,,,8/3/20,252,Burglary,10,,,Burglary,1,
Argay,97230,,,9/2/20,310,Burglary,10,,,Burglary,1,
Argay,97230,,,10/10/20,356,Vandalism,4,,,Vandalism,1,
Argay,97230,,,2/17/20,2100,Larceny Offenses,5,,,Theft From Building,1,
Wilkes,97230,,,9/21/20,1800,Burglary,10,,,Burglary,1,
Wilkes,97230,,,10/22/20,1600,Burglary,10,,,Burglary,1,
Wilkes,97230,,,10/22/20,1600,Vandalism,4,,,Vandalism,1,
Wilkes,97230,,,1/1/20,1948,Burglary,10,,,Burglary,1,
Wilkes,97230,,,9/7/20,455,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Wilkes,97230,,,9/28/20,354,Burglary,10,,,Burglary,1,
Wilkes,97230,,,9/28/20,354,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cully,97218,,,1/4/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cully,97218,,,8/9/20,900,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Cully,97218,,,8/9/20,900,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Cully,97218,,,1/11/20,230,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Beaumont-Wilshire,97212,,,7/17/20,1945,Burglary,10,,,Burglary,1,
Hollywood,97212,,,1/2/20,1657,Assault Offenses,10,,,Aggravated Assault,1,
Hollywood,97212,,,1/8/20,1446,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,1/11/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,1/23/20,1530,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,1/29/20,1710,Larceny Offenses,5,,,Theft From Building,1,
Hollywood,97212,,,2/5/20,2320,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,2/6/20,1300,Burglary,10,,,Burglary,1,
Hollywood,97212,,,2/19/20,2155,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,2/26/20,2200,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,3/11/20,842,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,3/18/20,2038,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,4/11/20,900,Larceny Offenses,5,,,Theft From Building,1,
Hollywood,97212,,,4/13/20,2300,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,4/15/20,1548,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,5/7/20,1057,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,5/19/20,1715,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,6/12/20,1720,Assault Offenses,10,,,Aggravated Assault,1,
Hollywood,97212,,,6/22/20,30,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hollywood,97212,,,8/14/20,845,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,9/28/20,159,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,10/1/20,216,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,10/3/20,2030,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,10/8/20,200,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,11/6/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,5/30/20,200,Arson,10,,,Arson,1,
Hollywood,97212,,,8/24/20,820,Arson,10,,,Arson,1,
Hollywood,97212,,,2/2/20,955,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,2/21/20,1815,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,10/1/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Beaumont-Wilshire,97212,,,8/16/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cully,97218,,,2/24/20,903,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Cully,97218,,,8/12/20,208,Burglary,10,,,Burglary,1,
Cully,97218,,,9/18/20,2154,Larceny Offenses,5,,,Shoplifting,1,
Cully,97218,,,10/17/20,934,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Beaumont-Wilshire,97212,,,10/21/20,8,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Beaumont-Wilshire,97212,,,9/6/20,430,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Beaumont-Wilshire,97212,,,6/14/20,2035,Larceny Offenses,5,,,All Other Larceny,1,
Beaumont-Wilshire,97212,,,7/16/20,2300,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
North Tabor,97213,,,1/6/20,1610,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
North Tabor,97213,,,1/20/20,1050,Vandalism,4,,,Vandalism,1,
North Tabor,97213,,,4/22/20,944,Larceny Offenses,5,,,Shoplifting,1,
North Tabor,97213,,,8/18/20,1526,Larceny Offenses,5,,,Shoplifting,1,
North Tabor,97213,,,10/13/20,2200,Burglary,10,,,Burglary,1,
Hollywood,97212,,,3/26/20,1100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hollywood,97212,,,5/16/20,1400,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,6/4/20,1850,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,9/2/20,730,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,9/24/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hollywood,97212,,,1/18/20,1700,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,4/30/20,1854,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,8/5/20,1431,Robbery,8,,,Robbery,1,
Hollywood,97212,,,9/10/20,1837,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,9/18/20,1820,Assault Offenses,10,,,Aggravated Assault,1,
Hollywood,97212,,,10/24/20,245,Burglary,10,,,Burglary,1,
Cully,97218,,,1/24/20,2359,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cully,97218,,,2/1/20,110,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
North Tabor,97213,,,9/22/20,2231,Assault Offenses,10,,,Aggravated Assault,1,
North Tabor,97213,,,10/11/20,445,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
North Tabor,97213,,,7/9/20,324,Larceny Offenses,5,,,All Other Larceny,1,
North Tabor,97213,,,10/15/20,240,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
North Tabor,97213,,,5/7/20,2300,Burglary,10,,,Burglary,1,
Cully,97218,,,7/23/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cully,97218,,,4/17/20,1105,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Cully,97218,,,5/9/20,1100,Larceny Offenses,5,,,All Other Larceny,1,
Cully,97218,,,7/31/20,1800,Larceny Offenses,5,,,All Other Larceny,1,
